0,5
1,5
2,5
3,0
4,5
5,0
6,4
7,1
8,1
9,0
10,5
11,5
12,5
13,2
14,1
15,1
16,2
17,0
18,3
19,5
20,2
21,5
22,5
23,3
24,1
25,4
26,0
27,0
28,5
29,1
30,0
31,5
32,1
33,2
34,4
35,5
36,2
37,2
38,2
39,1
40,5
41,5
42,1
43,1
44,3
45,2
46,5
47,4
48,5
49,0
50,1
51,5
52,2
53,5
54,5
55,3
56,5
57,1
58,3
59,5
60,2
61,0
62,3
63,5
64,1
65,5
66,1
67,4
68,5
69,2
70,5
71,1
72,5
73,5
74,5
75,3
76,2
77,3
78,5
79,1
80,5
81,3
82,4
83,5
84,5
85,5
86,5
87,0
88,0
89,5
90,5
91,1
92,2
93,0
94,5
95,5
96,4
97,2
98,1
99,4
100,1
101,5
102,5
103,1
104,5
105,5
106,3
107,1
108,1
109,5
110,2
111,1
112,0
113,1
114,5
115,0
116,0
117,0
118,4
119,1
120,5
121,5
122,1
123,2
124,1
125,0
126,0
127,2
128,5
129,1
130,4
131,1
132,3
133,5
134,5
135,5
136,4
137,0
138,5
139,2
140,1
141,2
142,2
143,5
144,5
145,5
146,0
147,5
148,5
149,5
150,5
151,5
152,1
153,5
154,2
155,5
156,5
157,4
158,3
159,5
160,1
161,5
162,5
163,5
164,0
165,3
166,1
167,3
168,4
169,5
170,4
171,3
172,0
173,1
174,0
175,5
176,4
177,3
178,5
179,0
180,2
181,5
182,3
183,3
184,1
185,3
186,4
187,3
188,1
189,5
190,2
191,5
192,5
193,2
194,0
195,5
196,4
197,5
198,5
199,3
200,3
201,5
202,2
203,5
204,4
205,5
206,5
207,0
208,1
209,5
210,1
211,2
212,3
213,1
214,5
215,5
216,2
217,5
218,1
219,1
220,2
221,0
222,5
223,0
224,5
225,4
226,5
227,4
228,5
229,5
230,2
231,2
232,5
233,5
234,4
235,1
236,3
237,2
238,5
239,1
240,5
241,1
242,0
243,1
244,5
245,5
246,5
247,5
248,5
249,5
250,5
251,3
252,2
253,5
254,5
255,5
256,0
257,2
258,5
259,3
260,0
261,0
262,1
263,4
264,1
265,2
266,0
267,2
268,4
269,5
270,3
271,2
272,5
273,1
274,3
275,5
276,1
277,4
278,5
279,5
280,5
281,1
282,0
283,5
284,5
285,2
286,0
287,5
288,5
289,5
290,4
291,5
292,5
293,4
294,5
295,1
296,5
297,5
298,4
299,2
300,4
301,5
302,0
303,4
304,1
305,5
306,5
307,5
308,2
309,5
310,5
311,5
312,3
313,1
314,5
315,5
316,2
317,1
318,5
319,4
320,5
321,0
322,0
323,0
324,5
325,0
326,4
327,4
328,5
329,5
330,5
331,0
332,1
333,0
334,1
335,4
336,5
337,5
338,4
339,5
340,5
341,5
342,5
343,1
344,5
345,5
346,3
347,1
348,1
349,5
350,5
351,4
352,2
353,5
354,5
355,5
356,5
357,5
358,1
359,5
360,5
361,5
362,5
363,1
364,5
365,5
366,1
367,0
368,2
369,5
370,1
371,1
372,3
373,0
374,5
375,1
376,1
377,5
378,1
379,1
380,2
381,4
382,2
383,2
384,2
385,2
386,0
387,3
388,3
389,5
390,0
391,2
392,1
393,5
394,3
395,4
396,5
397,5
398,5
399,2
400,5
401,0
402,0
403,5
404,3
405,0
406,5
407,2
408,0
409,4
410,5
411,5
412,5
413,0
414,1
415,5
416,4
417,5
418,1
419,5
420,4
421,5
422,5
423,5
424,2
425,5
426,3
427,5
428,3
429,5
430,0
431,5
432,5
433,5
434,4
435,5
436,5
437,0
438,5
439,0
440,0
441,5
442,5
443,5
444,5
445,1
446,0
447,5
448,1
449,5
450,1
451,0
452,1
453,3
454,3
455,5
456,0
457,4
458,2
459,5
460,2
461,3
462,2
463,5
464,5
465,5
466,0
467,4
468,3
469,0
470,1
471,1
472,4
473,5
474,5
475,1
476,5
477,2
478,5
479,3
480,5
481,1
482,5
483,5
484,0
485,1
486,5
487,5
488,5
489,2
490,5
491,5
492,5
493,5
494,5
495,5
496,5
497,2
498,0
499,5
500,0
501,4
502,3
503,0
504,5
505,4
506,3
507,4
508,0
509,5
510,5
511,0
512,0
513,1
514,1
515,1
516,3
517,1
518,1
519,5
520,0
521,0
522,3
523,3
524,3
525,2
526,5
527,5
528,5
529,2
530,1
531,1
532,0
533,3
534,5
535,5
536,0
537,5
538,1
539,0
540,0
541,3
542,5
543,5
544,5
545,5
546,0
547,4
548,1
549,2
550,3
551,4
552,5
553,5
554,0
555,5
556,1
557,4
558,5
559,1
560,0
561,0
562,2
563,5
564,1
565,5
566,5
