0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,0,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,1,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,2,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,3,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,4,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,5,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,6,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,7,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,8,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,9,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,10,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,11,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,12,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,13,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,14,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,15,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,16,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,17,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,18,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,19,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,20,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,21,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,22,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,23,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,24,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,25,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,26,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,27,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,28,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,29,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,30,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,31,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,32,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,33,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,34,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,35,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,36,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,37,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,38,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,39,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,40,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,41,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,42,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,43,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,44,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,45,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,46,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,47,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,48,1
0,pick_up_the_alphabet_soup_and_place_it_in_the_basket,49,1
1,pick_up_the_cream_cheese_and_place_it_in_the_basket,0,1
1,pick_up_the_cream_cheese_and_place_it_in_the_basket,1,1
1,pick_up_the_cream_cheese_and_place_it_in_the_basket,2,1
1,pick_up_the_cream_cheese_and_place_it_in_the_basket,3,1
1,pick_up_the_cream_cheese_and_place_it_in_the_basket,4,1
1,pick_up_the_cream_cheese_and_place_it_in_the_basket,5,1
1,pick_up_the_cream_cheese_and_place_it_in_the_basket,6,1
1,pick_up_the_cream_cheese_and_place_it_in_the_basket,7,1
1,pick_up_the_cream_cheese_and_place_it_in_the_basket,8,1
1,pick_up_the_cream_cheese_and_place_it_in_the_basket,9,1
1,pick_up_the_cream_cheese_and_place_it_in_the_basket,10,1
1,pick_up_the_cream_cheese_and_place_it_in_the_basket,11,1
1,pick_up_the_cream_cheese_and_place_it_in_the_basket,12,1
1,pick_up_the_cream_cheese_and_place_it_in_the_basket,13,1
