0,5
1,3
2,5
3,5
4,5
5,5
6,1
7,5
8,1
9,5
10,5
11,5
12,5
13,2
14,5
15,5
16,5
17,5
18,4
19,5
20,4
21,5
22,0
23,5
24,0
25,5
26,4
27,0
28,5
29,5
30,5
31,5
32,2
33,2
34,4
35,5
36,4
37,2
38,2
39,1
40,5
41,3
42,1
43,0
44,3
45,0
46,5
47,4
48,5
49,5
50,5
51,5
52,5
53,5
54,5
55,5
56,2
57,5
58,5
59,0
60,5
61,0
62,5
63,1
64,1
65,5
66,1
67,4
68,5
69,4
70,5
71,5
72,2
73,5
74,5
75,1
76,0
77,5
78,5
79,5
80,5
81,5
82,5
83,5
84,5
85,5
86,5
87,0
88,5
89,5
90,4
91,1
92,5
93,5
94,0
95,5
96,4
97,5
98,2
99,5
100,5
101,5
102,5
103,1
104,5
105,2
106,4
107,1
108,1
109,5
110,2
111,5
112,5
113,0
114,5
115,5
116,4
117,0
118,4
119,1
120,1
121,2
122,5
123,5
124,1
125,5
126,0
127,2
128,5
129,4
130,4
131,1
132,1
133,5
134,5
135,5
136,4
137,5
138,5
139,5
140,3
141,3
142,4
143,5
144,5
145,4
146,0
147,2
148,5
149,3
150,5
151,5
152,5
153,5
154,5
155,5
156,5
157,3
158,5
159,1
160,0
161,5
162,5
163,5
164,5
165,5
166,1
167,1
168,5
169,5
170,5
171,3
172,5
173,5
174,3
175,2
176,5
177,5
178,5
179,5
180,5
181,5
182,2
183,4
184,1
185,5
186,1
187,5
188,5
189,3
190,5
191,5
192,5
193,5
194,0
195,5
196,4
197,5
198,5
199,5
200,5
201,5
202,2
203,5
204,4
205,5
206,5
207,0
208,1
209,5
210,5
211,2
212,3
213,1
214,5
215,5
216,5
217,5
218,5
219,5
220,5
221,5
222,5
223,5
224,5
225,2
226,4
227,5
228,5
229,5
230,5
231,5
232,5
233,0
234,4
235,1
236,4
237,5
238,5
239,5
240,5
241,1
242,5
243,0
244,5
245,5
246,5
247,5
248,5
249,5
250,5
251,5
252,3
253,5
254,5
255,5
256,3
257,1
258,5
259,5
260,5
261,1
262,5
263,5
264,5
265,5
266,3
267,2
268,4
269,5
270,3
271,2
272,5
273,5
274,3
275,5
276,1
277,5
278,4
279,5
280,5
281,4
282,0
283,5
284,5
285,5
286,5
287,5
288,5
289,5
290,4
291,3
292,3
293,5
294,5
295,1
296,5
297,5
298,5
299,5
300,4
301,5
302,0
303,4
304,5
305,5
306,5
307,5
308,0
309,5
310,5
311,4
312,5
313,5
314,5
315,5
316,5
317,5
318,5
319,4
320,5
321,5
322,5
323,3
324,5
325,2
326,4
327,5
328,5
329,5
330,5
331,5
332,1
333,2
334,5
335,4
336,5
337,0
338,5
339,5
340,5
341,4
342,5
343,5
344,5
345,1
346,3
347,1
348,4
349,5
350,5
351,5
352,5
353,5
354,5
355,5
356,5
357,5
358,1
359,5
360,5
361,5
362,5
363,4
364,5
365,5
366,5
367,5
368,5
369,5
370,4
371,5
372,5
373,0
374,5
375,2
