0,open_the_middle_drawer_of_the_cabinet,0,1
0,open_the_middle_drawer_of_the_cabinet,1,1
0,open_the_middle_drawer_of_the_cabinet,2,1
0,open_the_middle_drawer_of_the_cabinet,3,1
0,open_the_middle_drawer_of_the_cabinet,4,1
0,open_the_middle_drawer_of_the_cabinet,5,1
0,open_the_middle_drawer_of_the_cabinet,6,1
0,open_the_middle_drawer_of_the_cabinet,7,1
0,open_the_middle_drawer_of_the_cabinet,8,1
0,open_the_middle_drawer_of_the_cabinet,9,1
0,open_the_middle_drawer_of_the_cabinet,10,1
0,open_the_middle_drawer_of_the_cabinet,11,0
0,open_the_middle_drawer_of_the_cabinet,12,1
0,open_the_middle_drawer_of_the_cabinet,13,1
0,open_the_middle_drawer_of_the_cabinet,14,1
0,open_the_middle_drawer_of_the_cabinet,15,1
0,open_the_middle_drawer_of_the_cabinet,16,1
0,open_the_middle_drawer_of_the_cabinet,17,1
0,open_the_middle_drawer_of_the_cabinet,18,1
0,open_the_middle_drawer_of_the_cabinet,19,1
0,open_the_middle_drawer_of_the_cabinet,20,1
0,open_the_middle_drawer_of_the_cabinet,21,1
0,open_the_middle_drawer_of_the_cabinet,22,1
0,open_the_middle_drawer_of_the_cabinet,23,1
0,open_the_middle_drawer_of_the_cabinet,24,1
0,open_the_middle_drawer_of_the_cabinet,25,1
0,open_the_middle_drawer_of_the_cabinet,26,1
0,open_the_middle_drawer_of_the_cabinet,27,1
0,open_the_middle_drawer_of_the_cabinet,28,1
0,open_the_middle_drawer_of_the_cabinet,29,1
0,open_the_middle_drawer_of_the_cabinet,30,1
0,open_the_middle_drawer_of_the_cabinet,31,0
0,open_the_middle_drawer_of_the_cabinet,32,1
0,open_the_middle_drawer_of_the_cabinet,33,1
0,open_the_middle_drawer_of_the_cabinet,34,1
0,open_the_middle_drawer_of_the_cabinet,35,0
0,open_the_middle_drawer_of_the_cabinet,36,1
0,open_the_middle_drawer_of_the_cabinet,37,1
0,open_the_middle_drawer_of_the_cabinet,38,1
0,open_the_middle_drawer_of_the_cabinet,39,1
0,open_the_middle_drawer_of_the_cabinet,40,1
0,open_the_middle_drawer_of_the_cabinet,41,1
0,open_the_middle_drawer_of_the_cabinet,42,1
0,open_the_middle_drawer_of_the_cabinet,43,1
0,open_the_middle_drawer_of_the_cabinet,44,1
0,open_the_middle_drawer_of_the_cabinet,45,1
0,open_the_middle_drawer_of_the_cabinet,46,1
0,open_the_middle_drawer_of_the_cabinet,47,1
0,open_the_middle_drawer_of_the_cabinet,48,1
0,open_the_middle_drawer_of_the_cabinet,49,1
1,put_the_bowl_on_the_stove,0,1
1,put_the_bowl_on_the_stove,1,1
1,put_the_bowl_on_the_stove,2,1
1,put_the_bowl_on_the_stove,3,1
1,put_the_bowl_on_the_stove,4,1
1,put_the_bowl_on_the_stove,5,1
1,put_the_bowl_on_the_stove,6,1
1,put_the_bowl_on_the_stove,7,1
1,put_the_bowl_on_the_stove,8,1
1,put_the_bowl_on_the_stove,9,1
1,put_the_bowl_on_the_stove,10,1
1,put_the_bowl_on_the_stove,11,1
1,put_the_bowl_on_the_stove,12,1
