suite,task_id,task_name,episode_idx,instance_id,policy_name,checkpoint_ref,success,num_env_steps,error_type,package_policy_slug
libero_goal,0,open_the_middle_drawer_of_the_cabinet,0,libero_goal/open_the_middle_drawer_of_the_cabinet/0000,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,127,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,1,libero_goal/open_the_middle_drawer_of_the_cabinet/0001,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,132,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,2,libero_goal/open_the_middle_drawer_of_the_cabinet/0002,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,138,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,3,libero_goal/open_the_middle_drawer_of_the_cabinet/0003,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,610,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,4,libero_goal/open_the_middle_drawer_of_the_cabinet/0004,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,132,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,5,libero_goal/open_the_middle_drawer_of_the_cabinet/0005,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,138,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,6,libero_goal/open_the_middle_drawer_of_the_cabinet/0006,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,249,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,7,libero_goal/open_the_middle_drawer_of_the_cabinet/0007,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,151,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,8,libero_goal/open_the_middle_drawer_of_the_cabinet/0008,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,129,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,9,libero_goal/open_the_middle_drawer_of_the_cabinet/0009,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,474,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,10,libero_goal/open_the_middle_drawer_of_the_cabinet/0010,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,128,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,11,libero_goal/open_the_middle_drawer_of_the_cabinet/0011,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,195,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,12,libero_goal/open_the_middle_drawer_of_the_cabinet/0012,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,131,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,13,libero_goal/open_the_middle_drawer_of_the_cabinet/0013,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,138,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,14,libero_goal/open_the_middle_drawer_of_the_cabinet/0014,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,127,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,15,libero_goal/open_the_middle_drawer_of_the_cabinet/0015,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,126,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,16,libero_goal/open_the_middle_drawer_of_the_cabinet/0016,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,129,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,17,libero_goal/open_the_middle_drawer_of_the_cabinet/0017,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,183,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,18,libero_goal/open_the_middle_drawer_of_the_cabinet/0018,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,119,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,19,libero_goal/open_the_middle_drawer_of_the_cabinet/0019,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,342,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,20,libero_goal/open_the_middle_drawer_of_the_cabinet/0020,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,161,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,21,libero_goal/open_the_middle_drawer_of_the_cabinet/0021,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,132,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,22,libero_goal/open_the_middle_drawer_of_the_cabinet/0022,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,128,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,23,libero_goal/open_the_middle_drawer_of_the_cabinet/0023,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,132,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,24,libero_goal/open_the_middle_drawer_of_the_cabinet/0024,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,605,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,25,libero_goal/open_the_middle_drawer_of_the_cabinet/0025,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,134,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,26,libero_goal/open_the_middle_drawer_of_the_cabinet/0026,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,765,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,27,libero_goal/open_the_middle_drawer_of_the_cabinet/0027,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,127,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,28,libero_goal/open_the_middle_drawer_of_the_cabinet/0028,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,161,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,29,libero_goal/open_the_middle_drawer_of_the_cabinet/0029,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,126,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,30,libero_goal/open_the_middle_drawer_of_the_cabinet/0030,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,150,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,31,libero_goal/open_the_middle_drawer_of_the_cabinet/0031,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,129,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,32,libero_goal/open_the_middle_drawer_of_the_cabinet/0032,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,126,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,33,libero_goal/open_the_middle_drawer_of_the_cabinet/0033,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,145,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,34,libero_goal/open_the_middle_drawer_of_the_cabinet/0034,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,140,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,35,libero_goal/open_the_middle_drawer_of_the_cabinet/0035,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,134,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,36,libero_goal/open_the_middle_drawer_of_the_cabinet/0036,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,140,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,37,libero_goal/open_the_middle_drawer_of_the_cabinet/0037,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,130,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,38,libero_goal/open_the_middle_drawer_of_the_cabinet/0038,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,115,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,39,libero_goal/open_the_middle_drawer_of_the_cabinet/0039,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,130,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,40,libero_goal/open_the_middle_drawer_of_the_cabinet/0040,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,152,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,41,libero_goal/open_the_middle_drawer_of_the_cabinet/0041,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,185,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,42,libero_goal/open_the_middle_drawer_of_the_cabinet/0042,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,125,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,43,libero_goal/open_the_middle_drawer_of_the_cabinet/0043,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,136,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,44,libero_goal/open_the_middle_drawer_of_the_cabinet/0044,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,137,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,45,libero_goal/open_the_middle_drawer_of_the_cabinet/0045,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,130,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,46,libero_goal/open_the_middle_drawer_of_the_cabinet/0046,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,126,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,47,libero_goal/open_the_middle_drawer_of_the_cabinet/0047,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,129,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,48,libero_goal/open_the_middle_drawer_of_the_cabinet/0048,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,225,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,49,libero_goal/open_the_middle_drawer_of_the_cabinet/0049,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,130,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,50,libero_goal/open_the_middle_drawer_of_the_cabinet/0050,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,130,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,51,libero_goal/open_the_middle_drawer_of_the_cabinet/0051,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,131,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,52,libero_goal/open_the_middle_drawer_of_the_cabinet/0052,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,184,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,53,libero_goal/open_the_middle_drawer_of_the_cabinet/0053,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,131,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,54,libero_goal/open_the_middle_drawer_of_the_cabinet/0054,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,139,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,55,libero_goal/open_the_middle_drawer_of_the_cabinet/0055,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,144,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,56,libero_goal/open_the_middle_drawer_of_the_cabinet/0056,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,187,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,57,libero_goal/open_the_middle_drawer_of_the_cabinet/0057,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,188,,simvla
