0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,0,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,1,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,2,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,3,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,4,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,5,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,6,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,7,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,8,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,9,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,10,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,11,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,12,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,13,0
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,14,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,15,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,16,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,17,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,18,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,19,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,20,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,21,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,22,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,23,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,24,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,25,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,26,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,27,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,28,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,29,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,30,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,31,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,32,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,33,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,34,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,35,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,36,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,37,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,38,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,39,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,40,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,41,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,42,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,43,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,44,1
0,pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,45,1
